Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2024-02-22T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-22T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-22T14:30:00Z,META,475.49,2,Stop Limit,Filled,950.98,"" 
2024-02-22T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-02-22T14:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-02-22T14:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
2024-02-22T14:32:00Z,META,0,-2,Limit,Canceled,0,"" 
2024-02-22T14:32:00Z,META,0,-2,Stop Market,Canceled,0,"" 
2024-02-23T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-23T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-23T14:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-02-23T14:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
2024-02-26T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-26T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-26T14:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-02-26T14:30:00Z,GOOG,141.42,-7,Stop Limit,Filled,-989.94,"" 
2024-02-26T14:37:00Z,GOOG,0,7,Limit,Canceled,0,"" 
2024-02-26T14:37:00Z,GOOG,0,7,Stop Market,Canceled,0,"" 
2024-02-27T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-27T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-28T14:30:00Z,META,484.519791924,-2,Market,Filled,-969.039583848,"TimeStop_D+4" 
2024-02-28T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-28T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-28T14:30:00Z,META,0,2,Stop Limit,Canceled,0,"" 
2024-02-28T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-02-28T19:36:00Z,GOOG,0,7,Stop Market,Canceled,0,"" 
2024-02-29T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-02-29T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-02-29T14:30:00Z,META,0,2,Stop Limit,Canceled,0,"" 
2024-02-29T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-01T14:30:00Z,GOOG,138.710758912,7,Market,Filled,970.975312384,"TimeStop_D+4" 
2024-03-01T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-03-01T14:30:00Z,AAPL,0,-5,Stop Limit,Canceled,0,"" 
2024-03-01T14:30:00Z,META,498.438829048,2,Stop Limit,Filled,996.877658096,"" 
2024-03-01T14:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-01T14:30:00Z,GOOG,0,7,Stop Limit,Canceled,0,"" 
2024-03-01T14:30:00Z,GOOG,0,-7,Stop Limit,Canceled,0,"" 
2024-03-01T15:10:00Z,META,0,-2,Limit,Canceled,0,"" 
2024-03-01T15:10:00Z,META,0,-2,Stop Market,Canceled,0,"" 
2024-03-04T14:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-03-04T14:30:00Z,AAPL,174.68,-5,Stop Limit,Filled,-873.4,"" 
